一级评论;实际爬取到的二级评论内容;单条评论情绪值;一级评论平均情绪值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
我喜欢吃巧克力，但是它好像没有你甜@吴谨言;我能给你的不多，容我打个欠条，用余生偿还可好@吴谨言;0.9050543717144539
-------;--------;--------;0.58848054677248
希望我能成为你的小众喜好，藏着时欣喜不已，炫耀时格外骄傲@吴谨言;愿你被这世界，温柔以待。@吴谨言;0.9894494075518669
-------;--------;--------;0.9894494075518669
春风十里，不及相遇有你；晴空万里，不及心中有你@吴谨言;愿你所到之处，遍地阳光。@吴谨言;0.7004781373441824
-------;--------;--------;0.7004781373441824
承蒙喜欢做的图要的宝贝私我一下或关注频繁了[心];我想要图1[泪];0.8891865843911828
-------;--------;--------;0.8891865843911828
求图1;回复@闹脾气的狮子座:[哇][抱一抱][抱一抱];0.9787211292396445
求图1;私一下我否则发不过去了;0.5717396395679593
-------;--------;--------;0.7752303844038019
彩云又看不了了么？b站也没有了;回复@闹脾气的狮子座:木有找到[泪]这是我看的最闹心的综艺了不好好播就不要拍啊;0.8379863789572901
彩云又看不了了么？b站也没有了;目前这个还可以看BV1KA411S7nS;0.21870734590853425
-------;--------;--------;0.5283468624329122
求图1;回复@闹脾气的狮子座:收到，谢谢[耶];-0.10443542008975504
求图1;拿走[心];0.3112107453283368
-------;--------;--------;0.10338766261929089
求图1[哇];okk;0.0
-------;--------;--------;0.0
求图1;回复@闹脾气的狮子座:谢谢;0.6670256497099034
求图1;私了[爱你];0.4560263413915524
-------;--------;--------;0.5615259955507279
图一[泪];私你限制了;0.8823529411764706
图一[泪];👌;0.0
-------;--------;--------;0.4411764705882353
求图1;已私;0.8661200597252785
-------;--------;--------;0.8661200597252785
求图1谢谢;👌;0.0
-------;--------;--------;0.0
p1原图谢谢[哇];[航天员];0.0
-------;--------;--------;0.0
不知道为什么图一，好好看，求一张好吗[心][打call][打call];👌;0.0
-------;--------;--------;0.0
能球球图一吗谢谢[哇][哇];私咯;0.8516777754894038
-------;--------;--------;0.8516777754894038
图一;私了哈;0.8823529411764706
-------;--------;--------;0.8823529411764706
求图1[打call];私我一下频繁了;0.7925930232987717
-------;--------;--------;0.7925930232987717
求图1;频繁了私我一下或者我明天再给[喵喵];0.27620318126124954
-------;--------;--------;0.27620318126124954
求图1[单身青蛙];👌;0.0
-------;--------;--------;0.0
[跪了]求图一;[奥特曼];0.6241617809667717
-------;--------;--------;0.6241617809667717
求图1[哇];[喵喵];-0.05246556361561838
-------;--------;--------;-0.05246556361561838
好辣[馋嘴]如果有小吴跳有点意思里面拉杆那里挺一下的动作就更好了，那个动作非常性感[色];收到意见下次处理[doge];-0.4639024544730226
-------;--------;--------;-0.4639024544730226
原来真的今天可以看[爱你];我是个有诚信的人[doge];-0.8266499464631805
-------;--------;--------;-0.8266499464631805
求春风携阳来;俬，我哟[兔子];0.5518399274037971
-------;--------;--------;0.5518399274037971
求求莫许情深[泪][泪];俬[兔子];0.5518399274037971
-------;--------;--------;0.5518399274037971
以后和你对象再去哇[可爱];哈哈[哈哈];0.052465563615616606
-------;--------;--------;0.052465563615616606
玉玉这小表情又把我拿捏了[好喜欢];回复@浴盐啵啵玛奇朵:[笑cry][笑cry][笑cry][笑cry][笑cry][笑cry][笑cry];0.9693493235477859
玉玉这小表情又把我拿捏了[好喜欢];宋广之：艾玛吓我一跳;-0.42321426773460846
-------;--------;--------;0.2730675279065887
[羞嗒嗒][羞嗒嗒][羞嗒嗒];[嘻嘻];0.8888888888888888
-------;--------;--------;0.8888888888888888
我们今天也是大晴天[嘻嘻];[抱抱];0.4999999999999998
-------;--------;--------;0.4999999999999998
下午好啊[赢牛奶];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
下午好[心][心][心];[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
踩踩;[爱你];0.49661016949152526
-------;--------;--------;0.49661016949152526
中午了[doge][doge][doge]午好[亲亲][亲亲][亲亲];[嘻嘻];0.8888888888888888
-------;--------;--------;0.8888888888888888
踩踩;[抱抱];0.4999999999999998
-------;--------;--------;0.4999999999999998
晚上好[打call];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
早上好;[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
午好呀;[爱你];0.49661016949152526
-------;--------;--------;0.49661016949152526
慧慧[抱一抱]晚安[莱西奥][莱西奥][莱西奥];[嘻嘻];0.8888888888888888
-------;--------;--------;0.8888888888888888
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;哈哈哈哈哈哈哈，以后一定要找到，娇叫蔡少老公的证据[doge][doge][doge];0.9925003795979623
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;鍾少💍都送上了，來扛鍾少大旗吧[doge];-0.5388864095044605
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;可不，钟少党就是嘴硬党[doge];0.11102302420669186
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;哈哈哈哈哈，钟少[威武][威武][威武];0.5569854645812791
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;有蔡少党的地方就有我[笑哈哈]而且谁说蔡太就不能主动，爱是互相的耶[抱一抱];0.9042306570678496
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;蔡少党[good]哈哈哈我也觉得因朋2又能听到蔡太喊老公[doge];0.96275960442781
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;蔡少党[doge][握手];0.8119527387184717
-------;--------;--------;0.5429379227279434
我非常喜欢钟小姐每次推着蔡戳盐生日蛋糕的样子，闪光灯下见惯无数大场面，当她推着蛋糕走向蔡戳盐，脸上仍然是有些紧张，几多珍重，几多爱意，亲自订制的蛋糕樱桃小丸子手上托着茅台，甘愿将我放在你的手中，你也永远在我心上;这个补充绝绝子[打call][打call];-0.17091560473190248
我非常喜欢钟小姐每次推着蔡戳盐生日蛋糕的样子，闪光灯下见惯无数大场面，当她推着蛋糕走向蔡戳盐，脸上仍然是有些紧张，几多珍重，几多爱意，亲自订制的蛋糕樱桃小丸子手上托着茅台，甘愿将我放在你的手中，你也永远在我心上;多写点[春游家族][春游家族][春游家族];0.1628475412665349
-------;--------;--------;-0.004034031732683796
我的互联网嘴替[笑而不语]会说请你多说点~[偷笑][偷笑]蔡少党才是王道！[打call][打call][打call];蔡少蔡少[doge];-0.10464308298026648
我的互联网嘴替[笑而不语]会说请你多说点~[偷笑][偷笑]蔡少党才是王道！[打call][打call][打call];蔡少要支楞起来;-0.05246556361561838
-------;--------;--------;-0.07855432329794243
“因为有时候过了那条线有可能爱错过了就没有了”，太过珍惜不敢越步，那就不要错过，那些相互的占有欲，句句都是不甘心，要记得你们永远都是彼此的第一选择;勇敢进一步，没准会有想象不到的未来[doge];0.8577588959329894
“因为有时候过了那条线有可能爱错过了就没有了”，太过珍惜不敢越步，那就不要错过，那些相互的占有欲，句句都是不甘心，要记得你们永远都是彼此的第一选择;看得好揪心[单身狗][单身狗][单身狗][单身狗][单身狗][单身狗];-0.9031175493980153
-------;--------;--------;-0.02267932673251294
而且czy再读别着急的时候眼神死死盯着zxt方向;这个眼神分析[666][666][666]当时误以为是个只有zxt知道的刀…;0.8498351256382115
-------;--------;--------;0.8498351256382115
比起钟少，我还是喜欢钟猫猫多一点。蔡少，还是辛苦一下你啦，自己的娇妻自己宠，谁让你都把她宠成公主了。加油，给你加几个饭盒好了。[打call][打call];总不能一直鹌鹑吧，一定要支楞起来呀，你可是蔡总[doge];0.6693530537831622
比起钟少，我还是喜欢钟猫猫多一点。蔡少，还是辛苦一下你啦，自己的娇妻自己宠，谁让你都把她宠成公主了。加油，给你加几个饭盒好了。[打call][打call];钟小姐交给你了[心][心][心]蔡少;0.19419419963968299
-------;--------;--------;0.4317736267114226
亲们，你们从哪看的？电视我都打开了找不到这个台[允悲];团超和b站都上传了吧搜“一夜闲灯”;-0.26661879172089153
亲们，你们从哪看的？电视我都打开了找不到这个台[允悲];回复@海浪子20025:ok;-0.48848852521866504
亲们，你们从哪看的？电视我都打开了找不到这个台[允悲];回复@亦邶呀:好吧[允悲];0.9892898492011575
亲们，你们从哪看的？电视我都打开了找不到这个台[允悲];你北京的电视肯定看不到啊你得到云南去看[doge];-0.29002669466037134
亲们，你们从哪看的？电视我都打开了找不到这个台[允悲];云视网。不行等上传;-0.4035452264884991
-------;--------;--------;-0.0918778777774539
看小说的时候不管她俩怎么虐对于结局来说都是糖点，现实看她俩的时候不管她们怎么甜对于我们来说都是虐点啊[悲伤][悲伤][悲伤]磕她们最上头的就是过程都很甜，结局却未知。她们想给我们的结局就是恋人已满，只能朋友[悲伤][悲伤][悲伤];回复@星空棒棒糖first:还有一种可能就是不会有官宣然后退休一起到老;0.9988782290271114
看小说的时候不管她俩怎么虐对于结局来说都是糖点，现实看她俩的时候不管她们怎么甜对于我们来说都是虐点啊[悲伤][悲伤][悲伤]磕她们最上头的就是过程都很甜，结局却未知。她们想给我们的结局就是恋人已满，只能朋友[悲伤][悲伤][悲伤];回复@花谢亦非流:[悲伤][悲伤][悲伤];0.999990004412862
看小说的时候不管她俩怎么虐对于结局来说都是糖点，现实看她俩的时候不管她们怎么甜对于我们来说都是虐点啊[悲伤][悲伤][悲伤]磕她们最上头的就是过程都很甜，结局却未知。她们想给我们的结局就是恋人已满，只能朋友[悲伤][悲伤][悲伤];否则你还让她们怎么说？？这条路本来就难走……不管她们真不真，过不过线，她们嘴里你能听到的，看到的，只有也只能是永不过线……如果你想磕明白，只有两种结果，一种是蔡总结婚，看因朋和袁咏仪谈话就知道，如果蔡总结婚，娇会把握分寸，不会再有暧昧……第二就是官宣以后退圈了。;0.9984264212353009
看小说的时候不管她俩怎么虐对于结局来说都是糖点，现实看她俩的时候不管她们怎么甜对于我们来说都是虐点啊[悲伤][悲伤][悲伤]磕她们最上头的就是过程都很甜，结局却未知。她们想给我们的结局就是恋人已满，只能朋友[悲伤][悲伤][悲伤];回复@陌上夕尘兮:好哭;0.9826036134117262
看小说的时候不管她俩怎么虐对于结局来说都是糖点，现实看她俩的时候不管她们怎么甜对于我们来说都是虐点啊[悲伤][悲伤][悲伤]磕她们最上头的就是过程都很甜，结局却未知。她们想给我们的结局就是恋人已满，只能朋友[悲伤][悲伤][悲伤];😭😭😭😭，全是刀子;-0.04758094775816302
-------;--------;--------;0.7864634640657674
干嘛拿着抱枕是腰酸吗[doge];我也想问这个问题;-0.3442122991711365
-------;--------;--------;-0.3442122991711365
B站就有，我正在重新看[嘻嘻];嗯，b站是分段的。;0.5465055110865906
B站就有，我正在重新看[嘻嘻];回复@scnry:我已经在微博找到了完整版嘻嘻嘻;0.9245082816131385
B站就有，我正在重新看[嘻嘻];回复@沈修瑾sxjjt:[允悲]那个应该是分P了…;0.9826233227092747
B站就有，我正在重新看[嘻嘻];看不了封面显示一个多小时点进去只有几分钟;-0.8795472483770788
-------;--------;--------;0.39352246675798125
一波三折的综艺居然在迅姐超话里看到，我也是没想到[doge];彩云超话里有完整版啦[doge];0.8370875424488544
-------;--------;--------;0.8370875424488544
哇[心]这个是哪里的？浪姐吗？;回复@我变一颗凌檬:[羞嗒嗒];0.6612077245145684
哇[心]这个是哪里的？浪姐吗？;浪姐团综《彩云下的我们》，现在是在云南台播出，后面芒果台也会播[doge];0.3912667401658436
-------;--------;--------;0.526237232340206
Sa给娇娇拿的腰枕吧？[偷笑];[打call][打call]这个有点甜哦;0.4597220825770243
-------;--------;--------;0.4597220825770243
宝贝你可以笑一下吗？我的咖啡忘加糖了@吴谨言;我熄灭月亮，陷入你@吴谨言;0.9982039621650858
-------;--------;--------;0.9982039621650858
小可爱[心];爱你胜于昨日，略匮明朝@吴谨言;0.9989192315626603
-------;--------;--------;0.9989192315626603
#吴谨言coach品牌代言人#wjy#吴谨言smart品牌挚友#;月亮不会奔向你，但我会，不远万里的那种@吴谨言;0.9994081784317757
-------;--------;--------;0.9994081784317757
[心][心][心];今天星光太美了，我差点就说想你了@吴谨言;0.9970005036925096
-------;--------;--------;0.9970005036925096
你那么可爱，一定偷了很多人的春天@吴谨言;喜欢你，不是一点点的喜欢，是想和你共度余生的喜欢@吴谨言;0.994201792994307
-------;--------;--------;0.994201792994307
把夏天的句子写长一点，把你的故事写感动一点！@吴谨言;喜欢你，不是一点点的喜欢，是想和你共度余生的喜欢@吴谨言;0.994201792994307
-------;--------;--------;0.994201792994307
爱予你，温柔予你，未来也予你，与你，今年、明年、年年@吴谨言;喜欢你，不是一点点的喜欢，是想和你共度余生的喜欢@吴谨言;0.994201792994307
-------;--------;--------;0.994201792994307
自我认知这一块，时远时近[二哈]，开心就好啦[哈哈];哈哈哈这个是;0.7368421052631582
-------;--------;--------;0.7368421052631582
以前画画还是可以的哦现在是灵魂画手了;回复@怎么起能用呢3333:哈哈哈哈娇仔的画工看心情;0.8831012991088434
以前画画还是可以的哦现在是灵魂画手了;我感觉她发挥不稳定[允悲];0.9830262750282655
-------;--------;--------;0.9330637870685544
[doge];[鲜花][鲜花];0.5285418673072408
-------;--------;--------;0.5285418673072408
靠[舔屏]码@Riiian_n7;码了[色];-0.5763348737958423
-------;--------;--------;-0.5763348737958423
@一夜闲灯;谢谢;0.19313304721030078
